moment,duration,age,race,gender,reflection
Spend time at home watching soccer,I'm still feeling it,65+ years old,Indian,Male,3m
Bought a new car,All day,65+ years old,Chinese,Male,3m
"second moment is to undergo eye op and recuperate for one year, subsequently regain my eyesight ",I'm still feeling it,65+ years old,Chinese,Female,3m
My daughter in law cooked dinner.,At least one hour,65+ years old,Chinese,Female,3m
my family members are with me during my birthday,A few minutes,65+ years old,Chinese,Female,3m
when i joined gaming company in my neighborhood am a event manager.,I'm still feeling it,65+ years old,Malay,Female,3m
I went out lunch with my friend,At least one hour,65+ years old,Chinese,Female,3m
Another happy moment was when I outswam a much younger person in the swimming pool ,All day,65+ years old,Chinese,Male,3m
Visited MBS skypark with rediscovery voucher.,All day,65+ years old,Chinese,Male,3m
Another happy moment in the past 3 months was when I celebrated my birthday.,I'm still feeling it,65+ years old,Malay,Female,3m
When I had received my pension that has delayed for two months,At least one hour,65+ years old,Chinese,Female,3m
another happy moment was meeting with my mum after half a year for her birthday,I'm still feeling it,65+ years old,Chinese,Male,3m
a friend have a ceiling light which was blown and the cover was over tightened making it very difficult to unfastened unless breaking the glass cover. Tried for a long time with many different methods to open without damaging. FInally with patience and a last attempt manage to unfasten the glass cover and change the light bulb for him,At least one hour,65+ years old,Chinese,Male,3m
I sold my house.,I'm still feeling it,65+ years old,Chinese,Male,3m
TV show like,I'm still feeling it,,,,3m
Meeting up with friend,Half a day,65+ years old,Chinese,Male,3m
during 90 minutes of brisk walk,All day,65+ years old,Chinese,Female,3m
Four chinese girls the time the time the new year reward program and best solving service ,At least one hour,,,,3m
being selected to go for driving course full expenses paid for was a really good moment for me to enjoy as I get to learn with my other friends as well ,Other:,,,,3m
Talked to my son on the phone and asking about life in general ,Half a day,65+ years old,Chinese,Male,3m
Able to complete my grandson school project with the help of all the family members. ,Half a day,,,,3m
Can’t really think of any at the moment.,A few minutes,,,,3m
Received cookies ,A few minutes,,,,3m
Another happy moment in the past 3 Months was when we were having family gathering,All day,65+ years old,Malay,Female,3m
,,,,,3m
Still carrying along the relationship,I'm still feeling it,,,,3m
,,,,,3m
eating good food,All day,,,,3m
To get my back pain relief,All day,,,,3m
Bought something that I like,All day,,,,3m
,,,,,3m
Family celebrated mother day,I'm still feeling it,,,,3m
Wife buying a nice pair of shoes for no particular occasion.,All day,,,,3m
Another happy moment in the past 3 months was when my kids win a competition,All day,,,,3m
Recently mother’s day,At least one hour,,,,3m
Can go out and enjoy a meaningful get together with families.,All day,,,,3m
i got a bonus,All day,,,,3m
My niece called me to chat with me,At least one hour,,,,3m
i watch tv.,At least one hour,,,,3m
Daughter birthday too.,Half a day,,,,3m
Call an ambulance to ferry a sick walker on fallen on the roadside,All day,,,,3m
In my life there full of dreams to happen. I cannot describe the way how I feel one of dreams from that dreams list come true and that was starting my higher studies in a foreign country ,All day,,,,3m
Brought my parents to Singapore Flyer,Half a day,,,,3m
My nephew resigned without a job about 3 months back. Went through many interviews but still unsuccessful. But yesterday my sister told me that he was offered with a job. I'm so happy for him.,All day,,,,3m
It was when I was invited to my nephews mini birthday celebration and we played games.,All day,65+ years old,Malay,Female,3m
Able to spend time in the park as my current job just salve me to the max,At least one hour,,,,3m
I did not experience any happy moment in the past 3 months.,Other:,,,,3m
Finally bought a watch which I really liked and have been wanting to get for a long time.,I'm still feeling it,,,,3m
I won a lucky draw,All day,,,,3m
nothing happen made me happy,I'm still feeling it,,,,3m
I brought my mum shopping and bought her gifts for mother's day. She was really happy. ,All day,,,,3m
Another happy moment when there is a long weekend due to a PH,All day,,,,3m
The most happy moment is to take Seafood dinner with my family.,At least one hour,,,,3m
"Third moment:""My personality has changed from introvert and temperamental to optimistic and cheerful.",I'm still feeling it,,,,3m
Have our family staycation in Singapore. ,All day,,,,3m
My income gets better,I'm still feeling it,,,,3m
Another Happy moment in the past 3 months was when I was promoted at my work place,I'm still feeling it,,,,3m
When my spouse surprised me with  a gift,A few minutes,65+ years old,Malay,Female,3m
No happy moments at all. ,Other:,,,,3m
Family happiness ,All day,,,,3m
I got a new part time job.,A few minutes,,,,3m
"I'm not happy, it'd be a lie to say if I was. I was never happy.",Other:,,,,3m
I love teaching others to dance and my daughter sent me an old video of my granddaughter teaching others how to dance in water. ,I'm still feeling it,65+ years old,Chinese,Female,3m
When salary was received.,Other:,,,,3m
I redeemed my rewards for a wonderful purchase,Half a day,,,,3m
Fjfddvbhgfghj,All day,65+ years old,Chinese,Female,3m
My friend expressed her gratefulness when I gave her some support during a depressive period of her life ,All day,,,,3m
Not feeling angered or agitated by the seemingly insensitive action of a relative. Take charge and be in controlled of my own mental state.,I'm still feeling it,,,,3m
I was happy when the family became closer during the circuit breaker,Other:,,,,3m
Got job promotion,At least one hour,,,,3m
Found a job. ,All day,,,,3m
Good and contented,At least one hour,,,,3m
going out with my family,I'm still feeling it,,,,3m
have sex with my wife,All day,,,,3m
COLLECTING MY CPF PAYMENT FROM MY RETIREMENT ACCOUNT,I'm still feeling it,,,,3m
Jxmdkcjxkzkcnxjkxksj🤫😏😄,At least one hour,,,,3m
,,,,,3m
"Another happy moment in the past 3 months was when I got to enjoy the massage by my son who is a TCM Physician last week Wednesday 12th May night, when I felt tired and he massage to relief my fatigue, it was a half hour session",Half a day,65+ years old,Chinese,Female,3m
,,,,,3m
Taking a walk with my husband around the park.,At least one hour,,,,3m
,,,,,3m
Having a small mother's day celebration with close family,All day,,,,3m
Donated blood just last week,Half a day,,,,3m
"Same, that feeling did not happen.",Other:,,,,3m
When the person persists to continue the relationship,I'm still feeling it,65+ years old,Chinese,Female,3m
"we celebrated mothers day together,my sonsordered in some nice food and we as afamily sat together and had a good time.",All day,65+ years old,Indian,Female,3m
When receive a promotion,I'm still feeling it,,,,3m
Nil. Peaceful in life is the main.,Other:,,,,3m
Another happy moment is when my sister gave me a bag of very expensive dry food for my cats.,All day,,,,3m
Another happy moment was when my girl did a Mother’s Day card and sang a song for me which she learnt from school. ,I'm still feeling it,,,,3m
nothing. Happiness is transient,A few minutes,,,,3m
,,,,,3m
Working at work place with happy colleagues around,All day,,,,3m
Catching up over dinner with BFF (Best Friends Forever),Half a day,55-64 years old,Chinese,Female,3m
i have got extra money to support to my mom medical bill,All day,55-64 years old,Chinese,Female,3m
When my pets were happy and well. When ableb to find a good home for a rescued cat,All day,55-64 years old,Chinese,Female,3m
her oral was full marks too,I'm still feeling it,35-44 years old,Chinese,Female,3m
waiting for the moment we get to travel online,Half a day,25-34 years old,Chinese,Female,3m
My parents and husband are gift from god,I'm still feeling it,25-34 years old,Chinese,Female,3m
I did what I wanted,I'm still feeling it,35-44 years old,Chinese,Female,3m
When my kids automatically offered to massage me,I'm still feeling it,35-44 years old,Chinese,Female,3m
"Another moment in the past 3months was when I go to eat dinner with colleagues, they surprised me with a present.",At least one hour,25-34 years old,Chinese,Female,3m
When all my debts are paid off,A few minutes,25-34 years old,Chinese,Female,3m
My bonus was also ample this time round due to change of management and i feel appreciated for the work i have done.,All day,45-54 years old,Chinese,Female,3m
"my partner and I spent a whole day together, taking a walk and having a nice meal by the sea",At least one hour,45-54 years old,Chinese,Female,3m
Another happy moment in the past 3 months was when I was able to do my exam.,At least one hour,18-24 years old,Chinese,Female,3m
When I get to donate money to help people in need.,At least one hour,35-44 years old,Malay,Female,3m
"during my graduation day online presentation ceremony, a friend whom i don't talk to frequently, yet she holds a pretty big place in my heart, saw my name and photo (as she was in the same degree course and session), and messaged me to congratulate me. the last time we messaged each other was 3 months before that day. i didn't expect her to message me, so i was really elated, super happy.",All day,18-24 years old,Chinese,Female,3m
